RANK,GAME,NOTES
15,Wildermyth,
14,Monster Hunter Rise,
13,Super Mario 3D World,*Listed as Super Mario 3D World + Bowser’s Fury
13,Bowser’s Fury,*Listed as Super Mario 3D World + Bowser’s Fury
12,The Artful Escape,
11,Resident Evil Village,
10,Halo Infinite,
9,It Takes Two,
8,Overboard!,
7,Unpacking,
6,Forza Horizon 5,
5,Hitman 3,
4,Deathloop,
3,Ratchet & Clank: Rift Apart,
2,Psychonauts 2,
1,Returnal,
