RANK,GAME,NOTES
10,Street Fighter X Tekken,
9,Nintendo Land,"*Listed as Luigi's Ghost Mansion, which is a part of the collection"
8,The Unfinished Swan,
7,Far Cry 3,
6,Mark of the Ninja,
5,Spec Ops: The Line,
4,The Walking Dead,
3,Mass Effect 3,
2,Dishonored,
1,Journey,
