RANK,GAME,NOTES
10,Puzzle Quest: Challenge of the Warlords,
9,Pac-Man: Championship Edition,
8,Ratchet & Clank Future: Tools of Destruction,
7,Persona 3,
6,Crackdown,
5,The Legend of Zelda: Phantom Hourglass,
4,Rock Band,
3,Super Mario Galaxy,
2,BioShock,
1,Portal,
