RANK,GAME
Unranked,Cuphead
Unranked,Lone Echo/Echo Arena
Unranked,Destiny 2
Unranked,What Remains of Edith Finch
Unranked,Wolfenstein 2: The New Colossus
Unranked,Mario + Rabbids: Kingdom Battle
Unranked,Resident Evil 7
Unranked,Persona 5
Unranked,PlayerUnknown's Battlegrounds
Unranked,Horizon: Zero Dawn
Unranked,Super Mario Odyssey
Unranked,The Legend of Zelda: Breath of the Wild
