RANK,GAME,NOTES
10,Scarlet Nexus,
9,Deathloop,
8,Old World,
7,Death’s Door,
6,Knockout City,
5,Halo Infinite,
4,Chivalry 2,
3,Cruelty Squad,
2,Back 4 Blood,
1,Wildermyth,
