RANK,GAME,NOTES
15,Spelunky 2,
14,Among Us,
13,Spiritfarer,
12,If Found,
11,Spider-Man: Miles Morales,
10,Fall Guys,
9,Doom Eternal,
8,Yakuza: Like a Dragon,
7,Microsoft Flight Simulator (2020),
6,Kentucky Route Zero,
5,Ori and the Will of the Wisps,
4,Demon's Souls,*Listed as Demon's Souls (2020)
3,The Last of Us Part II,
2,Hades,
1,Animal Crossing: New Horizons,
