RANK,GAME,NOTES
15,No Man's Sky,
14,Battlefield 1,
13,Final Fantasy XV,
12,Owlboy,
11,Thumper,
10,Virginia,
9,Crashlands,
8,Dragon Quest Builders,
7,Super Mario Run,
6,Burly Men at Sea,
5,Tharsis,
4,Inside,
3,Uncharted 4: A Thief's End,
2,The Last Guardian,
1,The Witness,
