RANK,GAME,NOTES
10,Mario Party,
9,SoulCalibur,
8,Quake III Arena,
7,Final Fantasy VIII,
6,Unreal Tournament,
5,Tony Hawk's Pro Skater,
4,EverQuest,
3,Counter-Strike,
2,Silent Hill,
1,Super Smash Bros.,
