RANK,GAME,NOTES
10,Fortnite,
9,Super Mario Party,
8,Shadow of the Tomb Raider,
7,Florence,
6,Monster Hunter: World,
5,Celeste,
4,Assassin's Creed Odyssey,
3,Marvel's Spider-Man,
2,Red Dead Redemption 2,
1,God of War (2018),
