RANK,GAME,NOTES
10,It Takes Two,
9,Sable,
8,Deathloop,
7,Halo Infinite,
6,Returnal,
5,Hitman 3,
4,Chicory: A Colorful Tale,
3,Forza Horizon 5,
2,Inscryption,
1,Metroid Dread,
