RANK,GAME,NOTES
10,Pikmin 2,
9,Ninja Gaiden (2004),
8,Star Wars Knights of the Old Republic 2: The Sith Lords,
7,The Chronicles of Riddick: Escape From Butcher Bay,
6,Half-Life 2,
5,Halo 2,
4,Burnout 3: Takedown,
3,Sid Meier's Pirates!,
2,Grand Theft Auto: San Andreas,
1,Katamari Damacy,
