RANK,GAME,NOTES
Unranked,Grand Theft Auto V,
Unranked,BioShock Infinite,
Unranked,Rogue Legacy,
Unranked,Deadly Premonition,*Director's Cut
Unranked,Metro: Last Light,
Unranked,Assassin's Creed IV: Black Flag,
Unranked,The Stanley Parable,
Unranked,The Last of Us,
Unranked,DmC: Devil May Cry,
Unranked,Battlefield 4,
