RANK,GAME,NOTES
15,Tearaway,
14,DmC: Devil May Cry,
13,The Stanley Parable,
12,Guacamelee,
11,Gone Home,
10,Brothers: A Tale of Two Sons,
9,Rayman Legends,
8,Saints Row IV,
7,The Legend of Zelda: A Link Between Worlds,
6,Assassin's Creed IV: Black Flag,
5,Tomb Raider (2013),
4,Super Mario 3D World,
3,BioShock Infinite,
2,The Last of Us,
1,Grand Theft Auto V,
