RANK,GAME,NOTES
10,Marvel's Guardians of the Galaxy,
9,Death's Door,
8,Metroid Dread,
7,Monster Hunter Rise,
6,Ratchet & Clank: Rift Apart,
5,Hitman 3,
4,Resident Evil Village,
3,Psychonauts 2,
2,Halo Infinite,
1,Chicory: A Colorful Tale,
