RANK,GAME,NOTES
20,Abzu,
19,Atlas Reactor,
18,Really Bad Chess,
17,Hitman (2016),
16,Sid Meier's Civilization VI,
15,Inside,
14,Thumper,
13,Final Fantasy XV,
12,Planet Coaster,
11,Titanfall 2,
10,Dark Souls III,
9,Deus Ex: Mankind Divided,
8,XCOM 2,
7,Battlefield 1,
6,Uncharted 4: A Thief's End,
5,Dishonored 2,
4,Doom (2016),
3,The Witness,
2,Superhot,*Includes both this and VR
2,Superhot VR,*Includes both this and regular game
1,Overwatch,
