RANK,GAME,NOTES
10,A Plague Tale: Innocence,
9,Fire Emblem: Three Houses,
8,The Legend of Heroes: Trails of Cold Steel III,
7,Sayonara Wild Hearts,
6,The Outer Worlds,
5,Control,
4,Astral Chain,
3,Sekiro: Shadows Die Twice,
2,Devil May Cry 5,
1,Resident Evil 2 Remake,
