RANK,GAME,NOTES
10,Until Dawn,
9,Ori and the Blind Forest,
8,Super Mario Maker,
7,Rise of the Tomb Raider,
6,Fallout 4,
5,Life is Strange,
4,Bloodborne,
3,Metal Gear Solid V: The Phantom Pain,
2,The Witcher 3: Wild Hunt,
1,Tales from the Borderlands,
