RANK,GAME,NOTES
20,Dota Auto Chess,
19,Sayonara Wild Hearts,
18,Final Fantasy XIV: Shadowbringers,
17,The Legend of Zelda: Link's Awakening (2019),
16,Dragon Quest Builders 2,
15,Baba Is You,
14,Judgment,
13,Star Wars Jedi: Fallen Order,
12,Tetris 99,
11,Luigi's Mansion 3,
10,Katana Zero,
9,Apex Legends,
8,Death Stranding,
7,Sekiro: Shadows Die Twice,
6,Control,
5,Untitled Goose Game,
4,Fire Emblem: Three Houses,
3,Resident Evil 2 Remake,
2,Outer Wilds,
1,Disco Elysium,
