RANK,GAME,NOTES
5,Mass Effect 3,
4,Halo 4,
3,Far Cry 3,*Tied with XCOM: Enemy Unknown
3,XCOM: Enemy Unknown,*Tied with Far Cry 3
2,The Walking Dead,
1,Dishonored,
