RANK,GAME,
Unranked,Thief: The Dark Project,*Listed as Thief Gold
Unranked,System Shock 2,
Unranked,EverQuest,
Unranked,Homeworld,
Unranked,Unreal Tournament,
Unranked,Quake II,*BeOS Port!
Unranked,Quake III Arena,*Weird list -- this lists Unreal Tournament again
