RANK,GAME,NOTES
10,No Man's Sky,
9,Doom (2016),
8,The Witness,
7,Rez,*Listed as Rez Infinite
6,Uncharted 4: A Thief's End,
5,Firewatch,
4,Titanfall 2,
3,The Last Guardian,
2,Dishonored 2,
1,Inside,
