RANK,GAME,NOTES
Unranked,868-HACK,
Unranked,Animal Crossing: New Leaf,
Unranked,Dungelot,
Unranked,Gone Home,
Unranked,Guacamelee,
Unranked,Hate Plus,
Unranked,Kentucky Route Zero,
Unranked,The Legend of Zelda: A Link Between Worlds,
Unranked,The Legend of Zelda: The Wind Waker,*Listed as The Legend of Zelda: The Wind Waker HD
Unranked,"Papers, Please",
Unranked,Pokemon X and Y,
Unranked,Ridiculous Fishing,
Unranked,Rogue Legacy,
Unranked,Saints Row IV,
Unranked,Shadowrun Returns,
Unranked,SpeedRunners,
Unranked,Spelunky,
Unranked,The Stanley Parable,
Unranked,Steamworld Dig,
Unranked,Super Mario 3D World,
Unranked,The House of the Dead: Overkill,*Listed as Typing of the Dead: Overkill
Unranked,Ultra Business Tycoon III,
Unranked,Westerado,
