RANK,GAME,NOTES
10,The Legend of Zelda: A Link Between Worlds,
9,Saints Row IV,
8,Forza Motorsport 5,
7,Super Mario 3D World,
6,Assassin's Creed IV: Black Flag,
5,Tomb Raider (2013),
4,BioShock Infinite,
3,Gone Home,
2,Grand Theft Auto V,
1,The Last of Us,
