RANK,GAME,NOTES
10,Bayonetta 3,
9,Windjammers 2,
8,Gran Turismo 7,
7,Poinpy,
6,Hardspace: Shipbreaker,
5,Roadwarden,
4,Neon White,
3,Pentiment,
1,Elden Ring,*Two Number 1s
1,Immortality,
