RANK,GAME,NOTES
10,Forza Horizon 5,
9,Hitman 3,
8,The Artful Escape,
7,Wildermyth,
6,Dorfromantik,
5,Metroid Dread,
4,Death's Door,
3,Returnal,
2,Halo Infinite,
1,Unpacking,
