RANK,GAME,NOTES
10,P.T.,
9,Super Smash Bros. for Wii U,
8,Shovel Knight,
7,Far Cry 4,
6,Hearthstone,
5,Mario Kart 8,
4,Shadow of Mordor,
3,Dark Souls II,
2,Wolfenstein: The New Order,
1,Dragon Age: Inquisition,
