RANK,GAME,NOTES
10,Marvel Snap,
9,Tunic,
8,Citizen Sleeper,
7,Marvel's Midnight Suns,
6,Kirby and the Forgotten Land,
5,Immortality,
4,Neon White,
3,Vampire Survivors,
2,God of War: Ragnarok,
1,Elden Ring,
