RANK,GAME,NOTES
10,Dragon Quest XI: Echoes of an Elusive Age,
9,Yakuza 6,
8,Dead Cells,
7,The Messenger,
6,Red Dead Redemption 2,
5,Super Smash Bros. Ultimate,
4,Monter Hunter: World,
3,Celeste,
2,Marvel's Spider-Man,
1,God of War (2018),
