RANK,GAME,NOTES
10,Tearaway,
9,Kentucky Route Zero,
8,Super Mario 3D World,
7,Grand Theft Auto V,
6,Brothers: A Tale of Two Sons,*No number 5
4,The Last of Us,*Tied with BioShock Infinite
4,BioShock Infinite,*Tied with The Last of Us
3,Towerfall,
2,The Legend of Zelda: A Link Between Worlds,
1,Gone Home,
