RANK,GAME,NOTES
15,80 Days,
14,Alien: Isolation,
13,This War of Mine,
12,Dragon Age: Inquisition,
11,Dark Souls II,
10,Hearthstone,
9,Mario Kart 8,
8,Shadow of Mordor,
7,Monument Valley,
6,Shovel Knight,
5,Valiant Hearts: The Great War,
4,Never Alone,
3,Sunset Overdrive,
2,Velocity 2X,
1,Far Cry 4,
