RANK,GAME,NOTES
10,Star Wars Rogue Squadron II: Rogue Leader,
9,Halo: Combat Evolved,
8,The Legend of Zelda: Oracle of Ages,
7,Devil May Cry,
6,Max Payne,
5,Twisted Metal: Black,
4,Gran Turismo 3: A-Spec,
3,Tony Hawk's Pro Skater 3,
2,Grand Theft Auto III,
1,Metal Gear Solid 2: Sons of Liberty,
