RANK,GAME,NOTES
10,Metroid Dread,
9,Marvel's Guardians of the Galaxy,
8,Forza Horizon 5,
7,Tales of Arise,
6,Ratchet & Clank: Rift Apart,
5,Hitman 3,
4,Returnal,
3,Halo Infinite,
2,Deathloop,
1,Psychonauts 2,
