RANK,GAME,NOTES
10,Sekiro: Shadows Die Twice,
9,Untitled Goose Game,
8,Sekiro: Shadows Die Twice,
7,Fire Emblem: Three Houses,
6,Death Stranding,
5,Baba Is You,
4,Super Mario Maker 2,
3,The Outer Worlds,
2,Pokemon Sword and Shield,
1,Resident Evil 2 Remake,
