RANK,GAME,NOTES
20,Fallout: New Vegas,
19,Kirby's Epic Yarn,
18,Castlevania: Harmony of Despair,
17,Super Meat Boy,
16,Costume Quest,
15,DeathSpank,
14,3D Dot Game Heroes,
13,Pac-Man: Championship Edition,
12,Metroid: Other M,
11,Mass Effect 2,
10,Dragon Quest IX: Sentinels of the Starry Skies,
9,WarioWare: Do It Yourself,
8,Limbo,
7,Bayonetta,
6,Donkey Kong Country Returns,
5,Minecraft,*In Alpha
4,Heavy Rain,
3,Red Dead Redemption,
2,Super Mario Galaxy 2,
1,StarCraft II: Wings of Liberty,
