RANK,GAME,NOTES
10,Sonic the Hedgehog 3,*Listed as Sonic the Hedgehog 3 & Sonic and Knuckles
10,Sonic & Knuckles,*Listed as Sonic the Hedgehog 3 & Sonic and Knuckles
9,Alien vs. Predator (Arcade),
8,System Shock,
7,Shining Force II,
6,Donkey Kong Country,
5,Killer Instinct,
4,EarthBound,
3,Wing Commander III: Heart of the Tiger,
2,Super Metroid,
1,Final Fantasy VI,
