RANK,GAME,NOTES
10,Gabriel Knight: Sins of the Fathers,
9,X-COM: UFO Defense,
8,Mortal Kombat II,
7,The Legend of Zelda: Link's Awakening,
6,Secret of Mana,
5,Gunstar Heroes,
4,Shining Force,
3,Phantasy Star IV: The End of the Millennium,
2,Castlevania: Rondo of Blood,
1,Doom,
