RANK,GAME,NOTES
10,Wonder Boy in Monster World,
9,Pilotwings,
8,Bonk 2: Bonk's Revenge,
7,ActRaiser,
6,Super Castlevania IV,
5,Final Fantasy IV,
4,Out of This World,
3,Sid Meier's Civilization,
2,Super Mario World,
1,Street Fighter II,
