RANK,GAME,NOTES
10,Age of Empires,
9,Quake II,
8,Gran Turismo,
7,Final Fantasy Tactics,
6,Castlevania: Symphony of the Night,
5,Grand Theft Auto,
4,Fallout,
3,Mario Kart 64,
2,Ultima Online,
1,Final Fantasy VII,
