RANK,GAME,NOTES
9,Lunar: The Silver Star,
8,EVO: Search for Eden,
7,Super Mario Kart,
6,Shining Force,
5,World of Illusion Starring Mickey Mouse and Donald Duck,
4,Landstalker,
3,Final Fantasy V,
2,Wolfenstein 3D,
1,Dragon Quest V,
