RANK,GAME,NOTES
10,Sonic the Hedgehog,
9,Duke Nukem,
8,Ninja Gaiden III: The Ancient Ship of Doom,
7,Street Fighter II,
6,Final Fantasy IV,
5,Super Castlevania IV,
4,Wonder Boy in Monster World,
3,Metroid II: Return of Samus,
2,Mega Man 4,
1,The Legend of Zelda: A Link to the Past,
