RANK,GAME,NOTES
5,Half-Life,
5,StarCraft,
5,Metal Gear Solid,
5,Pokemon Red and Blue,
5,The Legend of Zelda: Ocarina of Time,
5,Thief: The Dark Project,
5,Baldur's Gate,
5,Grim Fandango,
5,Banjo-Kazooie,
5,Gran Turismo,
