RANK,GAME,NOTES
9,Star Wars: Dark Forces,
8,Mega Man X3,
7,Mega Man 7,
6,Chrono Trigger,
5,Suikoden,
4,Dragon Quest VI,
3,Marathon 2: Durandal,
2,Donkey Kong Country 2,
1,Super Mario World 2: Yoshi's Island,
