RANK,GAME,NOTES
10,Breath of Fire II,
9,Comix Zone,
8,Wipeout,
7,Rayman,
6,Donkey Kong Country 2,
5,Ristar,
4,Panzer Dragoon,
3,EarthBound,
2,Super Mario World 2: Yoshi's Island,
1,Chrono Trigger,
